0,1,2,3,4,5,6,7,8,9,10,11,12
0,-4.6567,-3.9359,-4.5483,-9.4814,-1.1552,-6.9658,-1.5454,-2.4027,-1.1103,-1.6064,-2.3869,-1.2555
0,-7.7515,-3.0914,-4.0186,-10.262,-0.55844,-5.0313,-2.0227,0.93489,-0.91305,-2.0889,-1.5815,-1.3146
0,-5.3343,-3.2193,-4.1178,-6.975,-0.74092,-3.2904,-1.8149,-1.3492,-1.2851,-1.4438,-1.8605,-0.65194
0,-8.0644,-1.3662,-5.2901,-8.3794,0.23694,-4.524,-1.5977,-2.5048,-1.8348,-2.2787,-1.3103,-2.2595
0,-4.3741,-2.7986,-4.6685,-12.237,-0.77205,-5.837,-1.3967,-0.49637,-1.1313,-4.0204,-4.489,-1.2917
0,-8.4652,-3.2471,-3.6919,-7.8701,0.37062,-3.4371,-1.7015,-0.69095,-1.4702,-1.9395,-1.6929,-0.66054
0,-6.0075,-2.671,-5.4785,-9.2589,-0.85166,-6.5073,0.28505,-2.2288,-2.1009,-2.7571,-5.095,-0.53347
0,-7.3645,-4.4596,-4.3877,-6.7336,-0.0025538,-3.9058,-2.2846,-2.0779,-2.0166,-1.2102,-2.6317,-0.13892
0,-4.7232,-6.1103,-3.9163,-10.182,-2.5816,-3.0247,-0.7967,-2.1685,-1.9301,-1.7404,-4.7688,-1.4659
0,-5.3276,-3.8263,-4.413,-7.8936,-1.3258,-3.7369,-1.1011,-0.52155,-1.0569,-3.4484,-2.9421,-1.1062
0,-7.65,-4.036,-3.612,-5.0216,-1.3467,-2.7807,-0.52867,-1.7512,-0.19438,-0.31922,-0.55804,-0.31536
0,-6.0902,-2.6253,-5.9888,-5.3235,-1.8048,-3.9647,-0.16391,-1.2616,-1.4482,-2.6916,-1.5587,0.24405
0,-8.3235,-3.4045,-2.6318,-3.606,-1.2705,-1.6343,0.38616,-1.7536,-2.4865,-0.095175,0.12193,-0.1309
0,-11.691,-4.4715,-3.4026,-11.714,1.3904,-4.8498,6.3659,-4.5953,-3.8946,0.46082,-3.1443,0.60367
0,-10.707,-2.7308,-5.4514,-11.411,-2.0308,-5.8191,4.7553,-3.4657,-1.5657,-0.34761,-3.3832,-1.4267
0,-11.364,-2.7587,-3.5212,-12.873,-0.72669,-5.0821,5.1029,-4.2243,-0.75158,-0.16396,-5.7811,-1.282
0,-11.546,-3.5048,-2.7622,-11.24,-1.4456,-3.303,2.7525,-3.5937,-1.9261,-1.2344,-2.2324,-0.948
0,-8.9419,-3.5631,-2.1859,-11.538,-3.9843,-4.3044,2.1715,-3.6322,-2.1601,-0.31855,-4.5318,-2.4868
0,-11.019,-4.5512,-3.2191,-8.8467,-1.0441,-3.0266,1.4011,-4.8104,-3.6396,-0.52738,-3.7786,-1.6212
0,-10.545,-3.3655,-2.2623,-12.619,-3.3505,-1.2507,0.35445,-2.0963,-0.51001,-1.1894,-2.8199,-1.5595
0,-10.267,-1.6994,-2.1539,-14.32,-2.428,-4.0392,3.0266,-3.3923,-2.3804,0.11435,-5.1269,-1.7412
0,-11.06,-2.7919,-4.2505,-9.2004,-3.4958,-3.2923,0.36663,-3.4939,-0.36418,-1.7591,-2.2178,-0.73858
0,-10.369,-3.3024,-4.3534,-9.1602,-2.2911,-3.6682,0.29377,-5.3008,-3.8333,-0.77014,-3.1022,-2.2335
0,-10.044,-0.89366,-3.0234,-11.234,-3.0004,-5.0659,-0.36843,-2.6744,-0.81418,-1.2428,-2.0264,-1.6394
0,-11.773,-2.0021,-5.1258,-10.302,1.6048,-3.4006,1.2258,-2.1659,-1.2621,-1.5065,-2.9241,-0.3444
0,-5.3017,-2.4853,-4.2847,-12.328,-2.074,-4.3604,1.3667,-3.1749,-2.6091,-0.38291,-5.8831,-1.4291
